,firstName,lastName,jersey,pos,posExpanded,heightFeet,heightInches,weightPounds,personId,teamData,isAllStar,orderChar,playerUrl,displayName
98,Amir,Coffey,7,G-F,Guard-Forward,6,7,210,1629599,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,C,/players/amir/coffey/1629599,"Coffey, Amir"
99,John,Collins,20,F,Forward,6,9,235,1628381,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,C,/players/john/collins/1628381,"Collins, John"
100,Zach,Collins,33,F-C,Forward-Center,6,11,250,1628380,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,C,/players/zach/collins/1628380,"Collins, Zach"
101,Mike,Conley,10,G,Guard,6,1,175,201144,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,C,/players/mike/conley/201144,"Conley, Mike"
102,Pat,Connaughton,24,G,Guard,6,5,209,1626192,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,C,/players/pat/connaughton/1626192,"Connaughton, Pat"
103,Quinn,Cook,28,G,Guard,6,1,180,1626188,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,C,/players/quinn/cook/1626188,"Cook, Quinn"
104,Robert,Covington,33,F,Forward,6,7,209,203496,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,C,/players/robert/covington/203496,"Covington, Robert"
105,Torrey,Craig,3,F,Forward,6,7,221,1628470,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,C,/players/torrey/craig/1628470,"Craig, Torrey"
106,Jae,Crowder,99,F,Forward,6,6,235,203109,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,C,/players/jae/crowder/203109,"Crowder, Jae"
107,Jarrett,Culver,23,G-F,Guard-Forward,6,6,195,1629633,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,C,/players/jarrett/culver/1629633,"Culver, Jarrett"
108,Seth,Curry,30,G,Guard,6,2,185,203552,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,C,/players/seth/curry/203552,"Curry, Seth"
109,Stephen,Curry,30,G,Guard,6,3,185,201939,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,C,/players/stephen/curry/201939,"Curry, Stephen"
110,Troy,Daniels,30,G,Guard,6,4,200,203584,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,D,/players/troy/daniels/203584,"Daniels, Troy"
111,Anthony,Davis,3,F-C,Forward-Center,6,10,253,203076,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",True,D,/players/anthony/davis/203076,"Davis, Anthony"
112,Ed,Davis,17,C-F,Center-Forward,6,9,218,202334,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,D,/players/ed/davis/202334,"Davis, Ed"
113,Terence,Davis,0,G,Guard,6,4,201,1629056,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,D,/players/terence/davis/1629056,"Davis, Terence"
114,Dewayne,Dedmon,14,C,Center,7,0,245,203473,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,D,/players/dewayne/dedmon/203473,"Dedmon, Dewayne"
115,Matthew,Dellavedova,18,G,Guard,6,3,200,203521,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,D,/players/matthew/dellavedova/203521,"Dellavedova, Matthew"
116,DeMar,DeRozan,10,G-F,Guard-Forward,6,6,220,201942,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,D,/players/demar/derozan/201942,"DeRozan, DeMar"
117,Cheick,Diallo,14,F-C,Forward-Center,6,8,219,1627767,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,D,/players/cheick/diallo/1627767,"Diallo, Cheick"
118,Hamidou,Diallo,6,G,Guard,6,5,202,1628977,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,D,/players/hamidou/diallo/1628977,"Diallo, Hamidou"
119,Gorgui,Dieng,14,C,Center,6,10,252,203476,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,D,/players/gorgui/dieng/203476,"Dieng, Gorgui"
120,Spencer,Dinwiddie,26,G,Guard,6,5,215,203915,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,D,/players/spencer/dinwiddie/203915,"Dinwiddie, Spencer"
121,Donte,DiVincenzo,0,G,Guard,6,4,203,1628978,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,D,/players/donte/divincenzo/1628978,"DiVincenzo, Donte"
122,Luka,Doncic,77,F-G,Forward-Guard,6,7,230,1629029,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",True,D,/players/luka/doncic/1629029,"Doncic, Luka"
123,Luguentz,Dort,5,G,Guard,6,3,215,1629652,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,D,/players/luguentz/dort/1629652,"Dort, Luguentz"
124,Damyean,Dotson,21,G,Guard,6,5,210,1628422,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,D,/players/damyean/dotson/1628422,"Dotson, Damyean"
125,Sekou,Doumbouya,45,F,Forward,6,8,230,1629635,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,D,/players/sekou/doumbouya/1629635,"Doumbouya, Sekou"
126,PJ,Dozier,35,G-F,Guard-Forward,6,6,205,1628408,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,D,/players/pj/dozier/1628408,"Dozier, PJ"
127,Goran,Dragic,7,G,Guard,6,3,190,201609,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,D,/players/goran/dragic/201609,"Dragic, Goran"
128,Andre,Drummond,3,C,Center,6,10,279,203083,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,D,/players/andre/drummond/203083,"Drummond, Andre"
129,Jared,Dudley,10,F,Forward,6,6,237,201162,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,D,/players/jared/dudley/201162,"Dudley, Jared"
130,Kris,Dunn,32,G,Guard,6,3,205,1627739,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,D,/players/kris/dunn/1627739,"Dunn, Kris"
131,Kevin,Durant,7,F,Forward,6,10,240,201142,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,D,/players/kevin/durant/201142,"Durant, Kevin"
132,Carsen,Edwards,4,G,Guard,5,11,200,1629035,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,E,/players/carsen/edwards/1629035,"Edwards, Carsen"
133,Wayne,Ellington,2,G,Guard,6,4,207,201961,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,E,/players/wayne/ellington/201961,"Ellington, Wayne"
134,Joel,Embiid,21,C-F,Center-Forward,7,0,280,203954,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",True,E,/players/joel/embiid/203954,"Embiid, Joel"
135,James,Ennis III,11,F,Forward,6,6,215,203516,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,E,/players/james/ennis_iii/203516,"Ennis III, James"
136,Drew,Eubanks,14,F-C,Forward-Center,6,9,245,1629234,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,E,/players/drew/eubanks/1629234,"Eubanks, Drew"
137,Jacob,Evans,12,G-F,Guard-Forward,6,4,210,1628980,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,E,/players/jacob/evans/1628980,"Evans, Jacob"
138,Dante,Exum,1,G,Guard,6,5,214,203957,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,E,/players/dante/exum/203957,"Exum, Dante"
139,Tacko,Fall,99,C,Center,7,5,311,1629605,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,F,/players/tacko/fall/1629605,"Fall, Tacko"
140,Derrick,Favors,22,F,Forward,6,9,265,202324,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,F,/players/derrick/favors/202324,"Favors, Derrick"
141,Cristiano,Felicio,6,F-C,Forward-Center,6,10,270,1626245,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,F,/players/cristiano/felicio/1626245,"Felicio, Cristiano"
142,Terrance,Ferguson,23,G,Guard,6,6,190,1628390,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,F,/players/terrance/ferguson/1628390,"Ferguson, Terrance"
143,Bruno,Fernando,24,F-C,Forward-Center,6,9,240,1628981,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,F,/players/bruno/fernando/1628981,"Fernando, Bruno"
144,Yogi,Ferrell,3,G,Guard,6,0,178,1627812,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,F,/players/yogi/ferrell/1627812,"Ferrell, Yogi"
145,Dorian,Finney-Smith,10,F,Forward,6,7,220,1627827,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,F,/players/dorian/finney-smith/1627827,"Finney-Smith, Dorian"
146,Bryn,Forbes,11,G,Guard,6,2,205,1627854,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,F,/players/bryn/forbes/1627854,"Forbes, Bryn"
147,Evan,Fournier,10,G-F,Guard-Forward,6,7,205,203095,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,F,/players/evan/fournier/203095,"Fournier, Evan"
148,De'Aaron,Fox,5,G,Guard,6,3,185,1628368,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,F,/players/de'aaron/fox/1628368,"Fox, De'Aaron"
149,Melvin,Frazier Jr.,35,G-F,Guard-Forward,6,5,215,1628982,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,F,/players/melvin/frazier_jr./1628982,"Frazier Jr., Melvin"
150,Michael,Frazier,21,G,Guard,6,3,200,1626187,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,F,/players/michael/frazier/1626187,"Frazier, Michael"
151,Markelle,Fultz,20,G,Guard,6,3,209,1628365,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,F,/players/markelle/fultz/1628365,"Fultz, Markelle"
152,Wenyen,Gabriel,35,F,Forward,6,9,205,1629117,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,G,/players/wenyen/gabriel/1629117,"Gabriel, Wenyen"
153,Daniel,Gafford,12,F-C,Forward-Center,6,10,234,1629655,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,G,/players/daniel/gafford/1629655,"Gafford, Daniel"
154,Danilo,Gallinari,8,F,Forward,6,10,233,201568,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,G,/players/danilo/gallinari/201568,"Gallinari, Danilo"
155,Langston,Galloway,9,G,Guard,6,1,200,204038,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,G,/players/langston/galloway/204038,"Galloway, Langston"
156,Darius,Garland,10,G,Guard,6,1,192,1629636,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,G,/players/darius/garland/1629636,"Garland, Darius"
157,Marc,Gasol,33,C,Center,6,11,255,201188,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,G,/players/marc/gasol/201188,"Gasol, Marc"
158,Rudy,Gay,22,F-G,Forward-Guard,6,8,250,200752,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,G,/players/rudy/gay/200752,"Gay, Rudy"
159,Paul,George,13,F,Forward,6,8,220,202331,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,G,/players/paul/george/202331,"George, Paul"
160,Taj,Gibson,67,F,Forward,6,9,232,201959,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,G,/players/taj/gibson/201959,"Gibson, Taj"
161,Harry,Giles III,20,F-C,Forward-Center,6,11,240,1628385,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,G,/players/harry/giles_iii/1628385,"Giles III, Harry"
162,Shai,Gilgeous-Alexander,2,G-F,Guard-Forward,6,5,180,1628983,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,G,/players/shai/gilgeous-alexander/1628983,"Gilgeous-Alexander, Shai"
163,Rudy,Gobert,27,C,Center,7,1,258,203497,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",True,G,/players/rudy/gobert/203497,"Gobert, Rudy"
164,Brandon,Goodwin,0,G,Guard,6,0,180,1629164,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,G,/players/brandon/goodwin/1629164,"Goodwin, Brandon"
165,Aaron,Gordon,00,F,Forward,6,8,235,203932,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,G,/players/aaron/gordon/203932,"Gordon, Aaron"
166,Eric,Gordon,10,G,Guard,6,3,215,201569,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,G,/players/eric/gordon/201569,"Gordon, Eric"
167,Devonte',Graham,4,G,Guard,6,1,195,1628984,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,G,/players/devonte'/graham/1628984,"Graham, Devonte'"
168,Treveon,Graham,2,G-F,Guard-Forward,6,5,219,1626203,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,G,/players/treveon/graham/1626203,"Graham, Treveon"
169,Jerami,Grant,9,F,Forward,6,8,210,203924,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,G,/players/jerami/grant/203924,"Grant, Jerami"
170,Josh,Gray,5,G,Guard,6,0,180,1627982,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,G,/players/josh/gray/1627982,"Gray, Josh"
171,Danny,Green,14,G,Guard,6,6,215,201980,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,G,/players/danny/green/201980,"Green, Danny"
172,Draymond,Green,23,F,Forward,6,6,230,203110,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,G,/players/draymond/green/203110,"Green, Draymond"
173,JaMychal,Green,4,F-C,Forward-Center,6,8,227,203210,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,G,/players/jamychal/green/203210,"Green, JaMychal"
174,Javonte,Green,43,G-F,Guard-Forward,6,4,205,1629750,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,G,/players/javonte/green/1629750,"Green, Javonte"
175,Jeff,Green,32,F,Forward,6,8,235,201145,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,G,/players/jeff/green/201145,"Green, Jeff"
176,Blake,Griffin,23,F,Forward,6,9,250,201933,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,G,/players/blake/griffin/201933,"Griffin, Blake"
177,Marko,Guduric,23,G,Guard,6,6,201,1629741,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,G,/players/marko/guduric/1629741,"Guduric, Marko"
178,Kyle,Guy,7,G,Guard,6,1,167,1629657,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,G,/players/kyle/guy/1629657,"Guy, Kyle"
179,Rui,Hachimura,8,F,Forward,6,8,230,1629060,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,H,/players/rui/hachimura/1629060,"Hachimura, Rui"
180,Donta,Hall,42,F,Forward,6,9,229,1629743,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,H,/players/donta/hall/1629743,"Hall, Donta"
181,Tim,Hardaway Jr.,11,G-F,Guard-Forward,6,5,205,203501,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,H,/players/tim/hardaway_jr./203501,"Hardaway Jr., Tim"
182,James,Harden,13,G,Guard,6,5,220,201935,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",True,H,/players/james/harden/201935,"Harden, James"
183,Maurice,Harkless,3,F-G,Forward-Guard,6,7,220,203090,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,H,/players/maurice/harkless/203090,"Harkless, Maurice"
184,Jared,Harper,12,G,Guard,5,10,175,1629607,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,H,/players/jared/harper/1629607,"Harper, Jared"
185,Montrezl,Harrell,5,F-C,Forward-Center,6,7,240,1626149,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,H,/players/montrezl/harrell/1626149,"Harrell, Montrezl"
186,Gary,Harris,14,G,Guard,6,4,210,203914,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",False,H,/players/gary/harris/203914,"Harris, Gary"
187,Joe,Harris,12,G-F,Guard-Forward,6,6,220,203925,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,H,/players/joe/harris/203925,"Harris, Joe"
188,Shaquille,Harrison,3,G,Guard,6,7,190,1627885,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,H,/players/shaquille/harrison/1627885,"Harrison, Shaquille"
189,Tobias,Harris,12,F,Forward,6,8,226,202699,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,H,/players/tobias/harris/202699,"Harris, Tobias"
190,Isaiah,Hartenstein,55,C-F,Center-Forward,7,0,250,1628392,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,H,/players/isaiah/hartenstein/1628392,"Hartenstein, Isaiah"
191,Josh,Hart,3,G,Guard,6,5,215,1628404,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,H,/players/josh/hart/1628404,"Hart, Josh"
192,Udonis,Haslem,40,F,Forward,6,8,235,2617,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,H,/players/udonis/haslem/2617,"Haslem, Udonis"
193,Jaxson,Hayes,10,C-F,Center-Forward,6,11,220,1629637,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,H,/players/jaxson/hayes/1629637,"Hayes, Jaxson"
194,Gordon,Hayward,20,F,Forward,6,7,225,202330,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,H,/players/gordon/hayward/202330,"Hayward, Gordon"
195,John,Henson,31,F-C,Forward-Center,6,9,219,203089,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,H,/players/john/henson/203089,"Henson, John"
196,Dewan,Hernandez,20,C-F,Center-Forward,6,10,235,1629608,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,H,/players/dewan/hernandez/1629608,"Hernandez, Dewan"
197,Juancho,Hernangomez,41,F,Forward,6,9,214,1627823,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,H,/players/juancho/hernangomez/1627823,"Hernangomez, Juancho"
