,firstName,lastName,jersey,pos,posExpanded,heightFeet,heightInches,weightPounds,personId,teamData,isAllStar,orderChar,playerUrl,displayName
198,Willy,Hernangomez,9,C-F,Center-Forward,6,11,250,1626195,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,H,/players/willy/hernangomez/1626195,"Hernangomez, Willy"
199,Tyler,Herro,14,G,Guard,6,5,195,1629639,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,H,/players/tyler/herro/1629639,"Herro, Tyler"
200,Kevin,Hervey,15,F,Forward,6,9,230,1628987,"{'urlName': 'thunder', 'city': 'Oklahoma City', 'nickname': 'Thunder', 'tricode': 'OKC'}",False,H,/players/kevin/hervey/1628987,"Hervey, Kevin"
201,Mario,Hezonja,44,F-G,Forward-Guard,6,8,220,1626209,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,H,/players/mario/hezonja/1626209,"Hezonja, Mario"
202,Buddy,Hield,24,G,Guard,6,4,220,1627741,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,H,/players/buddy/hield/1627741,"Hield, Buddy"
203,George,Hill,3,G,Guard,6,3,188,201588,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,H,/players/george/hill/201588,"Hill, George"
204,Solomon,Hill,44,F,Forward,6,6,226,203524,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,H,/players/solomon/hill/203524,"Hill, Solomon"
205,Jaylen,Hoard,6,F,Forward,6,8,216,1629658,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,H,/players/jaylen/hoard/1629658,"Hoard, Jaylen"
206,Aaron,Holiday,3,G,Guard,6,0,185,1628988,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,H,/players/aaron/holiday/1628988,"Holiday, Aaron"
207,Jrue,Holiday,11,G,Guard,6,3,205,201950,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,H,/players/jrue/holiday/201950,"Holiday, Jrue"
208,Justin,Holiday,8,F-G,Forward-Guard,6,6,180,203200,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,H,/players/justin/holiday/203200,"Holiday, Justin"
209,Rondae,Hollis-Jefferson,4,F,Forward,6,6,217,1626178,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,H,/players/rondae/hollis-jefferson/1626178,"Hollis-Jefferson, Rondae"
210,Richaun,Holmes,22,F,Forward,6,10,235,1626158,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,H,/players/richaun/holmes/1626158,"Holmes, Richaun"
211,Rodney,Hood,5,G-F,Guard-Forward,6,8,208,203918,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,H,/players/rodney/hood/203918,"Hood, Rodney"
212,Al,Horford,42,C-F,Center-Forward,6,9,240,201143,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,H,/players/al/horford/201143,"Horford, Al"
213,Talen,Horton-Tucker,5,G,Guard,6,4,234,1629659,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,H,/players/talen/horton-tucker/1629659,"Horton-Tucker, Talen"
214,Danuel,House Jr.,4,F-G,Forward-Guard,6,6,220,1627863,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,H,/players/danuel/house_jr./1627863,"House Jr., Danuel"
215,Dwight,Howard,39,C-F,Center-Forward,6,10,265,2730,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,H,/players/dwight/howard/2730,"Howard, Dwight"
216,William,Howard,52,F-G,Forward-Guard,6,8,207,1629739,"{'urlName': 'rockets', 'city': 'Houston', 'nickname': 'Rockets', 'tricode': 'HOU'}",False,H,/players/william/howard/1629739,"Howard, William"
217,Kevin,Huerter,3,G-F,Guard-Forward,6,7,190,1628989,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,H,/players/kevin/huerter/1628989,"Huerter, Kevin"
218,De'Andre,Hunter,12,F-G,Forward-Guard,6,7,225,1629631,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,H,/players/de'andre/hunter/1629631,"Hunter, De'Andre"
219,Chandler,Hutchison,15,F-G,Forward-Guard,6,7,210,1628990,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,H,/players/chandler/hutchison/1628990,"Hutchison, Chandler"
220,Serge,Ibaka,9,F,Forward,7,0,235,201586,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,I,/players/serge/ibaka/201586,"Ibaka, Serge"
221,Andre,Iguodala,28,G-F,Guard-Forward,6,6,215,2738,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,I,/players/andre/iguodala/2738,"Iguodala, Andre"
222,Ersan,Ilyasova,7,F,Forward,6,9,235,101141,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,I,/players/ersan/ilyasova/101141,"Ilyasova, Ersan"
223,Joe,Ingles,2,F-G,Forward-Guard,6,7,220,204060,"{'urlName': 'jazz', 'city': 'Utah', 'nickname': 'Jazz', 'tricode': 'UTA'}",False,I,/players/joe/ingles/204060,"Ingles, Joe"
224,Brandon,Ingram,14,F,Forward,6,7,190,1627742,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",True,I,/players/brandon/ingram/1627742,"Ingram, Brandon"
225,Kyrie,Irving,11,G,Guard,6,2,195,202681,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,I,/players/kyrie/irving/202681,"Irving, Kyrie"
226,Jonathan,Isaac,1,F,Forward,6,11,230,1628371,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,I,/players/jonathan/isaac/1628371,"Isaac, Jonathan"
227,Wes,Iwundu,25,F,Forward,6,6,195,1628411,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,I,/players/wes/iwundu/1628411,"Iwundu, Wes"
228,Jaren,Jackson Jr.,13,F-C,Forward-Center,6,11,242,1628991,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,J,/players/jaren/jackson_jr./1628991,"Jackson Jr., Jaren"
229,Frank,Jackson,15,G,Guard,6,3,205,1628402,"{'urlName': 'pelicans', 'city': 'New Orleans', 'nickname': 'Pelicans', 'tricode': 'NOP'}",False,J,/players/frank/jackson/1628402,"Jackson, Frank"
230,Josh,Jackson,20,G-F,Guard-Forward,6,8,207,1628367,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,J,/players/josh/jackson/1628367,"Jackson, Josh"
231,Justin,Jackson,44,F,Forward,6,7,220,1628382,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,J,/players/justin/jackson/1628382,"Jackson, Justin"
232,Reggie,Jackson,1,G,Guard,6,3,208,202704,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,J,/players/reggie/jackson/202704,"Jackson, Reggie"
233,Justin,James,10,G-F,Guard-Forward,6,7,190,1629713,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,J,/players/justin/james/1629713,"James, Justin"
234,LeBron,James,23,F,Forward,6,9,250,2544,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",True,J,/players/lebron/james/2544,"James, LeBron"
235,DaQuan,Jeffries,19,G-F,Guard-Forward,6,5,230,1629610,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,J,/players/daquan/jeffries/1629610,"Jeffries, DaQuan"
236,Ty,Jerome,10,G-F,Guard-Forward,6,5,195,1629660,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,J,/players/ty/jerome/1629660,"Jerome, Ty"
237,Alize,Johnson,24,F,Forward,6,7,212,1628993,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,J,/players/alize/johnson/1628993,"Johnson, Alize"
238,BJ,Johnson,13,F,Forward,6,7,200,1629168,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,J,/players/bj/johnson/1629168,"Johnson, BJ"
239,Cameron,Johnson,23,F,Forward,6,8,210,1629661,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,J,/players/cameron/johnson/1629661,"Johnson, Cameron"
240,James,Johnson,16,F,Forward,6,7,240,201949,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,J,/players/james/johnson/201949,"Johnson, James"
241,Keldon,Johnson,3,F-G,Forward-Guard,6,5,220,1629640,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,J,/players/keldon/johnson/1629640,"Johnson, Keldon"
242,Stanley,Johnson,5,F-G,Forward-Guard,6,6,242,1626169,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",False,J,/players/stanley/johnson/1626169,"Johnson, Stanley"
243,Nikola,Jokic,15,C,Center,7,0,284,203999,"{'urlName': 'nuggets', 'city': 'Denver', 'nickname': 'Nuggets', 'tricode': 'DEN'}",True,J,/players/nikola/jokic/203999,"Jokic, Nikola"
244,Derrick,Jones Jr.,5,F,Forward,6,6,210,1627884,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,J,/players/derrick/jones_jr./1627884,"Jones Jr., Derrick"
245,Damian,Jones,30,C,Center,6,11,245,1627745,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,J,/players/damian/jones/1627745,"Jones, Damian"
246,Tyus,Jones,21,G,Guard,6,0,196,1626145,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,J,/players/tyus/jones/1626145,"Jones, Tyus"
247,DeAndre,Jordan,6,C,Center,6,11,265,201599,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,J,/players/deandre/jordan/201599,"Jordan, DeAndre"
248,Cory,Joseph,9,G,Guard,6,3,200,202709,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,J,/players/cory/joseph/202709,"Joseph, Cory"
249,Mfiondu,Kabengele,25,F-C,Forward-Center,6,9,250,1629662,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,K,/players/mfiondu/kabengele/1629662,"Kabengele, Mfiondu"
250,Frank,Kaminsky,8,F-C,Forward-Center,7,0,240,1626163,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,K,/players/frank/kaminsky/1626163,"Kaminsky, Frank"
251,Enes,Kanter,11,C,Center,6,10,250,202683,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,K,/players/enes/kanter/202683,"Kanter, Enes"
252,Luke,Kennard,5,G,Guard,6,5,206,1628379,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,K,/players/luke/kennard/1628379,"Kennard, Luke"
253,Michael,Kidd-Gilchrist,9,F,Forward,6,6,232,203077,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,K,/players/michael/kidd-gilchrist/203077,"Kidd-Gilchrist, Michael"
254,Louis,King,14,F,Forward,6,7,205,1629663,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,K,/players/louis/king/1629663,"King, Louis"
255,Maxi,Kleber,42,F,Forward,6,10,240,1628467,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,K,/players/maxi/kleber/1628467,"Kleber, Maxi"
256,Brandon,Knight,20,G,Guard,6,2,182,202688,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,K,/players/brandon/knight/202688,"Knight, Brandon"
257,Kevin,Knox II,20,F,Forward,6,7,215,1628995,"{'urlName': 'knicks', 'city': 'New York', 'nickname': 'Knicks', 'tricode': 'NYK'}",False,K,/players/kevin/knox_ii/1628995,"Knox II, Kevin"
258,John,Konchar,46,G,Guard,6,5,210,1629723,"{'urlName': 'grizzlies', 'city': 'Memphis', 'nickname': 'Grizzlies', 'tricode': 'MEM'}",False,K,/players/john/konchar/1629723,"Konchar, John"
259,Furkan,Korkmaz,30,G-F,Guard-Forward,6,7,202,1627788,"{'urlName': 'sixers', 'city': 'Philadelphia', 'nickname': '76ers', 'tricode': 'PHI'}",False,K,/players/furkan/korkmaz/1627788,"Korkmaz, Furkan"
260,Luke,Kornet,2,F-C,Forward-Center,7,2,250,1628436,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,K,/players/luke/kornet/1628436,"Kornet, Luke"
261,Kyle,Korver,26,G-F,Guard-Forward,6,7,212,2594,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,K,/players/kyle/korver/2594,"Korver, Kyle"
262,Rodions,Kurucs,00,F,Forward,6,9,228,1629066,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,K,/players/rodions/kurucs/1629066,"Kurucs, Rodions"
263,Kyle,Kuzma,0,F,Forward,6,8,221,1628398,"{'urlName': 'lakers', 'city': 'Los Angeles', 'nickname': 'Lakers', 'tricode': 'LAL'}",False,K,/players/kyle/kuzma/1628398,"Kuzma, Kyle"
264,Skal,Labissiere,7,F-C,Forward-Center,6,10,235,1627746,"{'urlName': 'hawks', 'city': 'Atlanta', 'nickname': 'Hawks', 'tricode': 'ATL'}",False,L,/players/skal/labissiere/1627746,"Labissiere, Skal"
265,Jeremy,Lamb,26,G-F,Guard-Forward,6,5,180,203087,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,L,/players/jeremy/lamb/203087,"Lamb, Jeremy"
266,Romeo,Langford,45,G-F,Guard-Forward,6,4,216,1629641,"{'urlName': 'celtics', 'city': 'Boston', 'nickname': 'Celtics', 'tricode': 'BOS'}",False,L,/players/romeo/langford/1629641,"Langford, Romeo"
267,Zach,LaVine,8,G-F,Guard-Forward,6,6,200,203897,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,L,/players/zach/lavine/203897,"LaVine, Zach"
268,Vic,Law,23,F,Forward,6,7,201,1629724,"{'urlName': 'magic', 'city': 'Orlando', 'nickname': 'Magic', 'tricode': 'ORL'}",False,L,/players/vic/law/1629724,"Law, Vic"
269,Jake,Layman,10,F,Forward,6,8,209,1627774,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,L,/players/jake/layman/1627774,"Layman, Jake"
270,TJ,Leaf,22,F,Forward,6,10,222,1628388,"{'urlName': 'pacers', 'city': 'Indiana', 'nickname': 'Pacers', 'tricode': 'IND'}",False,L,/players/tj/leaf/1628388,"Leaf, TJ"
271,Jalen,Lecque,0,G,Guard,6,4,185,1629665,"{'urlName': 'suns', 'city': 'Phoenix', 'nickname': 'Suns', 'tricode': 'PHX'}",False,L,/players/jalen/lecque/1629665,"Lecque, Jalen"
272,Courtney,Lee,1,G,Guard,6,5,215,201584,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,L,/players/courtney/lee/201584,"Lee, Courtney"
273,Damion,Lee,1,G-F,Guard-Forward,6,5,210,1627814,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,L,/players/damion/lee/1627814,"Lee, Damion"
274,Alex,Len,25,C,Center,7,0,250,203458,"{'urlName': 'kings', 'city': 'Sacramento', 'nickname': 'Kings', 'tricode': 'SAC'}",False,L,/players/alex/len/203458,"Len, Alex"
275,Kawhi,Leonard,2,F,Forward,6,7,225,202695,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",True,L,/players/kawhi/leonard/202695,"Leonard, Kawhi"
276,Meyers,Leonard,0,F-C,Forward-Center,7,0,260,203086,"{'urlName': 'heat', 'city': 'Miami', 'nickname': 'Heat', 'tricode': 'MIA'}",False,L,/players/meyers/leonard/203086,"Leonard, Meyers"
277,Caris,LeVert,22,G,Guard,6,6,205,1627747,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,L,/players/caris/levert/1627747,"LeVert, Caris"
278,Damian,Lillard,0,G,Guard,6,2,195,203081,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",True,L,/players/damian/lillard/203081,"Lillard, Damian"
279,Nassir,Little,9,F-G,Forward-Guard,6,5,220,1629642,"{'urlName': 'blazers', 'city': 'Portland', 'nickname': 'Trail Blazers', 'tricode': 'POR'}",False,L,/players/nassir/little/1629642,"Little, Nassir"
280,Kevon,Looney,5,F,Forward,6,9,222,1626172,"{'urlName': 'warriors', 'city': 'Golden State', 'nickname': 'Warriors', 'tricode': 'GSW'}",False,L,/players/kevon/looney/1626172,"Looney, Kevon"
281,Brook,Lopez,11,C,Center,7,0,282,201572,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,L,/players/brook/lopez/201572,"Lopez, Brook"
282,Robin,Lopez,42,C,Center,7,0,281,201577,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,L,/players/robin/lopez/201577,"Lopez, Robin"
283,Kevin,Love,0,F-C,Forward-Center,6,8,251,201567,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,L,/players/kevin/love/201567,"Love, Kevin"
284,Kyle,Lowry,7,G,Guard,6,0,196,200768,"{'urlName': 'raptors', 'city': 'Toronto', 'nickname': 'Raptors', 'tricode': 'TOR'}",True,L,/players/kyle/lowry/200768,"Lowry, Kyle"
285,Timothe,Luwawu-Cabarrot,9,G-F,Guard-Forward,6,7,220,1627789,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,L,/players/timothe/luwawu-cabarrot/1627789,"Luwawu-Cabarrot, Timothe"
286,Trey,Lyles,41,F,Forward,6,9,234,1626168,"{'urlName': 'spurs', 'city': 'San Antonio', 'nickname': 'Spurs', 'tricode': 'SAS'}",False,L,/players/trey/lyles/1626168,"Lyles, Trey"
287,Sheldon,Mac,9,G,Guard,6,5,198,1627815,"{'urlName': 'cavaliers', 'city': 'Cleveland', 'nickname': 'Cavaliers', 'tricode': 'CLE'}",False,M,/players/sheldon/mac/1627815,"Mac, Sheldon"
288,Ian,Mahinmi,28,C,Center,6,11,262,101133,"{'urlName': 'wizards', 'city': 'Washington', 'nickname': 'Wizards', 'tricode': 'WAS'}",False,M,/players/ian/mahinmi/101133,"Mahinmi, Ian"
289,Thon,Maker,7,F-C,Forward-Center,7,0,221,1627748,"{'urlName': 'pistons', 'city': 'Detroit', 'nickname': 'Pistons', 'tricode': 'DET'}",False,M,/players/thon/maker/1627748,"Maker, Thon"
290,Terance,Mann,14,G-F,Guard-Forward,6,5,215,1629611,"{'urlName': 'clippers', 'city': 'LA', 'nickname': 'Clippers', 'tricode': 'LAC'}",False,M,/players/terance/mann/1629611,"Mann, Terance"
291,Boban,Marjanovic,51,C,Center,7,4,290,1626246,"{'urlName': 'mavericks', 'city': 'Dallas', 'nickname': 'Mavericks', 'tricode': 'DAL'}",False,M,/players/boban/marjanovic/1626246,"Marjanovic, Boban"
292,Lauri,Markkanen,24,F-C,Forward-Center,7,0,240,1628374,"{'urlName': 'bulls', 'city': 'Chicago', 'nickname': 'Bulls', 'tricode': 'CHI'}",False,M,/players/lauri/markkanen/1628374,"Markkanen, Lauri"
293,Caleb,Martin,10,F,Forward,6,5,205,1628997,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,M,/players/caleb/martin/1628997,"Martin, Caleb"
294,Cody,Martin,11,F,Forward,6,5,205,1628998,"{'urlName': 'hornets', 'city': 'Charlotte', 'nickname': 'Hornets', 'tricode': 'CHA'}",False,M,/players/cody/martin/1628998,"Martin, Cody"
295,Jeremiah,Martin,0,G,Guard,6,2,185,1629725,"{'urlName': 'nets', 'city': 'Brooklyn', 'nickname': 'Nets', 'tricode': 'BKN'}",False,M,/players/jeremiah/martin/1629725,"Martin, Jeremiah"
296,Kelan,Martin,30,F,Forward,6,5,230,1629103,"{'urlName': 'timberwolves', 'city': 'Minnesota', 'nickname': 'Timberwolves', 'tricode': 'MIN'}",False,M,/players/kelan/martin/1629103,"Martin, Kelan"
297,Frank,Mason,15,G,Guard,5,11,190,1628412,"{'urlName': 'bucks', 'city': 'Milwaukee', 'nickname': 'Bucks', 'tricode': 'MIL'}",False,M,/players/frank/mason/1628412,"Mason, Frank"
