,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player
0,Álex Abrines,SHOOTING GUARD,24,OKLAHOMA CITY THUNDER,75,1134,9,0.567,0.759,0.158,2.5,8.9,5.6,3.4,1.7,0.6,7.4,12.7,1.3,1,2.2,0.094,-1.9,0.4,-1.5,0.1
1,Quincy Acy,POWER FORWARD,27,BROOKLYN NETS,70,1359,8.2,0.525,0.8,0.164,3.1,17.1,10,6,1.2,1.6,13.3,14.4,-0.1,1.1,1,0.036,-2.6,0.1,-2.5,-0.2
2,Steven Adams,CENTER,24,OKLAHOMA CITY THUNDER,76,2487,20.6,0.63,0.003,0.402,16.6,13.9,15.3,5.5,1.8,2.8,13.3,16.7,6.7,3,9.7,0.187,1.7,-0.6,1.1,2
3,Bam Adebayo,CENTER,20,MIAMI HEAT,69,1368,15.7,0.57,0.021,0.526,9.7,21.6,15.6,11,1.2,2.5,13.6,15.9,2.3,1.9,4.2,0.148,-1.1,0.7,-0.4,0.6
4,Arron Afflalo,SHOOTING GUARD,32,ORLANDO MAGIC,53,682,5.8,0.516,0.432,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009,-3.8,-1.5,-5.4,-0.6
5,Cole Aldrich,CENTER,29,MINNESOTA TIMBERWOLVES,21,49,6,0.34,0,0.4,7,28.6,17.6,8.2,2,1.8,5.4,16.8,-0.1,0.1,0,-0.013,-6.8,-0.7,-7.5,-0.1
6,LaMarcus Aldridge,CENTER,32,SAN ANTONIO SPURS,75,2509,25,0.57,0.068,0.296,10.8,17.3,14,11.3,0.9,3,6.8,29.1,7.4,3.5,10.9,0.209,4.3,-0.4,3.9,3.7
7,Jarrett Allen,CENTER,19,BROOKLYN NETS,72,1441,17.5,0.636,0.038,0.37,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5
8,Kadeem Allen,POINT GUARD,25,BOSTON CELTICS,18,107,2.6,0.366,0.5,0.409,4.1,7.1,5.6,15.2,1.4,1.6,25.7,14.6,-0.2,0.1,-0.1,-0.038,-8.3,0.6,-7.7,-0.2
9,Tony Allen,SMALL FORWARD,36,NEW ORLEANS PELICANS,22,273,8.7,0.514,0.132,0.231,8.2,10.4,9.3,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.017,-5.2,-0.3,-5.5,-0.2
10,Al-Farouq Aminu,POWER FORWARD,27,PORTLAND TRAIL BLAZERS,69,2072,12,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3
11,Justin Anderson,SMALL FORWARD,24,PHILADELPHIA 76ERS,38,519,13,0.54,0.51,0.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,0.6,0.7,1.2,0.115,-0.6,-0.3,-0.9,0.1
12,Kyle Anderson,SMALL FORWARD,24,SAN ANTONIO SPURS,74,1978,15.9,0.582,0.13,0.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,2.4,3.8,6.2,0.151,-0.4,3.3,2.9,2.4
13,Ryan Anderson,POWER FORWARD,29,HOUSTON ROCKETS,66,1725,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1,7.5,14.4,3.1,1.7,4.8,0.132,0.9,-0.8,0.1,0.9
14,Ike Anigbogu,CENTER,19,INDIANA PACERS,11,30,21.6,0.558,0,0.667,19,15,16.9,0,1.7,8.9,14.7,20.3,0.1,0,0.1,0.165,1.8,0.1,1.9,0
15,Giannis Antetokounmpo,POWER FORWARD,23,MILWAUKEE BUCKS,75,2756,27.3,0.598,0.1,0.457,6.7,25.3,16,23.7,2,3.3,11.7,31.2,8.3,3.6,11.9,0.207,5.3,0.9,6.2,5.7
16,Carmelo Anthony,POWER FORWARD,33,OKLAHOMA CITY THUNDER,78,2501,12.7,0.503,0.406,0.165,2.9,17.7,10,6.5,0.9,1.8,7.3,23.2,1.2,2.5,3.7,0.071,-0.6,-1.3,-1.9,0
17,OG Anunoby,SMALL FORWARD,20,TORONTO RAPTORS,74,1481,10,0.587,0.569,0.179,3.4,10.4,7,5,1.7,0.8,10.8,12.4,1.4,1.6,3,0.098,-1.2,0.6,-0.6,0.5
18,Ryan Arcidiacono,POINT GUARD,23,CHICAGO BULLS,24,304,7.3,0.55,0.756,0.146,0.3,8.8,4.4,15.5,2.1,0,23,8.1,0.1,0.2,0.3,0.04,-4.7,0.6,-4.1,-0.2
19,Trevor Ariza,SMALL FORWARD,32,HOUSTON ROCKETS,67,2269,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7,14.4,2.6,2.8,5.3,0.113,0,0.7,0.7,1.5
20,Darrell Arthur,POWER FORWARD,29,DENVER NUGGETS,19,141,8.4,0.559,0.489,0.064,2.4,9.5,6,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0,-0.011,-4.8,-0.5,-5.3,-0.1
21,Jamel Artis,SHOOTING GUARD,25,ORLANDO MAGIC,15,279,6.9,0.457,0.367,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0,-0.006,-3.8,-1.6,-5.4,-0.2
22,Ömer Aşık,CENTER,31,NEW ORLEANS PELICANS,14,121,4.5,0.423,0,0.75,6.5,26,16.6,2,0.4,1.3,19,9.4,-0.1,0.1,0,0.008,-5.6,-1.4,-7,-0.2
23,Ömer Aşık,CENTER,31,CHICAGO BULLS,4,61,0.2,0.311,0,0.167,3.4,14.6,8.8,2.1,0.8,2.9,38.3,7.4,-0.1,0,-0.1,-0.078,-8.5,-1.5,-10,-0.1
24,D.J. Augustin,POINT GUARD,30,ORLANDO MAGIC,75,1760,15.4,0.615,0.504,0.35,1.9,8.2,5,24.4,1.5,0,16.5,18.6,3.3,0.8,4.1,0.11,1,-1.2,-0.2,0.8
25,Luke Babbitt,SMALL FORWARD,28,ATLANTA HAWKS,37,570,12,0.636,0.661,0.131,1,14.9,7.9,7,0.6,0.8,7.8,14.8,0.9,0.3,1.1,0.094,0.4,-1.1,-0.7,0.2
26,Luke Babbitt,SMALL FORWARD,28,MIAMI HEAT,13,145,1.3,0.351,0.957,0,1.5,10.1,5.8,4.8,0.3,1.2,7.8,15.8,-0.3,0.1,-0.2,-0.073,-5.9,-3.3,-9.2,-0.3
27,Dwayne Bacon,SHOOTING GUARD,22,CHARLOTTE HORNETS,53,713,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5
28,Ron Baker,SHOOTING GUARD,24,NEW YORK KNICKS,29,385,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2
29,Wade Baldwin,POINT GUARD,21,PORTLAND TRAIL BLAZERS,7,80,16.6,0.748,0.238,0.476,1.4,9.5,5.5,9.8,1.2,1,13.6,16.1,0.2,0.1,0.3,0.187,0.2,1.7,1.9,0.1
30,Lonzo Ball,POINT GUARD,20,LOS ANGELES LAKERS,52,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2,18.6,17.4,-0.5,2.5,2,0.053,-0.7,1.6,1,1.3
31,J.J. Barea,POINT GUARD,33,DALLAS MAVERICKS,69,1603,17.8,0.545,0.454,0.148,1,13.4,7,45.1,1.1,0.2,16.3,24.9,2.3,1,3.3,0.098,2.7,-1.5,1.2,1.3
32,Harrison Barnes,POWER FORWARD,25,DALLAS MAVERICKS,77,2634,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2,1.9,3.8,0.07,0.8,-1.3,-0.5,1
33,Will Barton,SHOOTING GUARD,27,DENVER NUGGETS,81,2683,16.2,0.562,0.411,0.22,3,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1
34,Nicolas Batum,SHOOTING GUARD,29,CHARLOTTE HORNETS,64,1981,14.4,0.523,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1,15.6,18.3,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2
35,Jerryd Bayless,SHOOTING GUARD,29,PHILADELPHIA 76ERS,39,925,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-2.7,-0.2,-2.8,-0.2
36,Aron Baynes,CENTER,31,BOSTON CELTICS,81,1485,12,0.502,0.047,0.175,9.7,22.1,16,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3,0.097,-3.6,0.7,-2.9,-0.3
37,Kent Bazemore,SHOOTING GUARD,28,ATLANTA HAWKS,65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17,22.5,0.2,2,2.2,0.059,-0.4,1,0.6,1.2
38,Bradley Beal,SHOOTING GUARD,24,WASHINGTON WIZARDS,82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1
39,Malik Beasley,SHOOTING GUARD,21,DENVER NUGGETS,62,583,9,0.509,0.461,0.185,2.7,11,6.9,7.4,1.3,1,11.1,16.2,0.1,0.3,0.3,0.028,-2.4,-1.4,-3.8,-0.3
40,Michael Beasley,POWER FORWARD,29,NEW YORK KNICKS,74,1653,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7
41,Marco Belinelli,SHOOTING GUARD,31,ATLANTA HAWKS,52,1210,14.1,0.554,0.509,0.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-0.8,-0.2,0.5
42,Marco Belinelli,SHOOTING GUARD,31,PHILADELPHIA 76ERS,28,737,14.2,0.628,0.53,0.194,0.9,6.3,3.7,9.3,1.3,1,11.7,19.8,1.1,0.7,1.8,0.119,0,-0.8,-0.8,0.2
43,Jordan Bell,CENTER,23,GOLDEN STATE WARRIORS,57,809,18,0.641,0.022,0.238,8.9,19,14.3,16.9,2.1,5.5,20,13.9,1.6,1.4,2.9,0.174,0,2.8,2.8,1
44,DeAndre' Bembry,SMALL FORWARD,23,ATLANTA HAWKS,26,455,7.6,0.477,0.234,0.258,2,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.1,0.3,-4.7,-0.3
45,Dragan Bender,POWER FORWARD,20,PHOENIX SUNS,82,2069,7.1,0.524,0.665,0.105,2,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9
46,Dāvis Bertāns,POWER FORWARD,25,SAN ANTONIO SPURS,77,1086,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1,0.6,1.6,1
47,Patrick Beverley,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,11,334,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2
48,Khem Birch,CENTER,25,ORLANDO MAGIC,42,578,16.4,0.582,0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2
49,Jabari Bird,SHOOTING GUARD,23,BOSTON CELTICS,13,115,12.1,0.615,0.269,0.5,5.8,12.2,9,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.7,-0.4,-3.1,0
50,Bismack Biyombo,CENTER,25,ORLANDO MAGIC,82,1495,14.1,0.556,0.003,0.446,10.5,24,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-2.6,0.2,-2.4,-0.2
51,Nemanja Bjelica,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,67,1371,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1,11.7,14.3,1.7,1.1,2.8,0.097,-0.1,0.2,0.1,0.7
52,Tarik Black,CENTER,26,HOUSTON ROCKETS,51,536,14.3,0.582,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1,1.5,0.136,-3.7,1.2,-2.6,-0.1
53,Antonio Blakeney,SHOOTING GUARD,21,CHICAGO BULLS,19,314,10.1,0.471,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0,-0.006,-2.8,-2.4,-5.2,-0.3
54,Eric Bledsoe,POINT GUARD,28,PHOENIX SUNS,3,83,13,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0,0,-0.028,-0.7,-2.4,-3.2,0
55,Eric Bledsoe,POINT GUARD,28,MILWAUKEE BUCKS,71,2239,20,0.585,0.366,0.319,2.5,11.9,7.2,26,3.2,1.5,16,26,3.2,2.4,5.7,0.121,2.4,0.4,2.8,2.7
56,Vander Blue,SHOOTING GUARD,25,LOS ANGELES LAKERS,5,45,-1.8,0.255,0.4,0.4,0,2.3,1.2,8.2,1.1,0,33.8,8.4,-0.1,0,-0.1,-0.103,-7.6,-0.7,-8.4,-0.1
57,Bogdan Bogdanović,SHOOTING GUARD,25,SACRAMENTO KINGS,78,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3
58,Bojan Bogdanović,SMALL FORWARD,28,INDIANA PACERS,80,2464,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8
59,Andrew Bogut,CENTER,33,LOS ANGELES LAKERS,24,216,10.9,0.696,0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-4.7,1.9,-2.8,-0.1
60,Joel Bolomboy,POWER FORWARD,24,MILWAUKEE BUCKS,6,38,11.7,0.521,0.167,1,18.6,12.3,15.4,0,2.6,0,18.8,12.6,0,0,0.1,0.079,-2.6,-2.4,-5,0
61,Devin Booker,SHOOTING GUARD,21,PHOENIX SUNS,54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2,0.9,1.4
62,Trevor Booker,POWER FORWARD,30,BROOKLYN NETS,18,395,15.4,0.536,0.08,0.287,10.1,22,16,16.2,1,0.9,15.1,21.8,0.3,0.3,0.6,0.072,-1.1,-0.5,-1.7,0
63,Trevor Booker,POWER FORWARD,30,PHILADELPHIA 76ERS,33,494,14.5,0.618,0.064,0.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1,0.7,1.7,0.163,-0.3,0.9,0.7,0.3
64,Trevor Booker,POWER FORWARD,30,INDIANA PACERS,17,269,14.7,0.512,0.167,0.131,13.5,18.8,16.2,9,0.7,1.6,9.2,16.2,0.4,0.2,0.7,0.118,-0.3,-0.8,-1.1,0.1
65,Chris Boucher,POWER FORWARD,25,GOLDEN STATE WARRIORS,1,1,-28.5,0,1,0,0,100,55.9,0,0,0,0,43.9,0,0,0,-0.899,-21.7,-11.4,-33.1,0
66,Avery Bradley,SHOOTING GUARD,27,DETROIT PISTONS,40,1268,9.7,0.497,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009,-2.8,-1.1,-3.9,-0.6
67,Avery Bradley,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,6,165,9,0.492,0.164,0.036,2,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0,0.009,-4.1,-0.3,-4.4,-0.1
68,Tony Bradley,CENTER,20,UTAH JAZZ,9,29,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5,0,0,0,18.4,0,0,0,0.033,-3,-4.5,-7.5,0
69,Corey Brewer,SMALL FORWARD,31,LOS ANGELES LAKERS,54,694,8.9,0.509,0.25,0.297,3.6,10.7,7.1,8.1,2.8,0.9,16.3,14.2,-0.2,0.9,0.7,0.048,-4.7,1.6,-3.1,-0.2
70,Corey Brewer,SHOOTING GUARD,31,OKLAHOMA CITY THUNDER,18,514,14.2,0.565,0.465,0.271,4.2,9.2,6.6,6.7,3.7,1.1,6.4,14.4,0.9,0.7,1.6,0.15,-1.2,2.3,1.1,0.4
71,Malcolm Brogdon,POINT GUARD,25,MILWAUKEE BUCKS,48,1436,14.3,0.578,0.32,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2,0.7,2.7,0.091,-0.1,-1,-1.2,0.3
72,Aaron Brooks,POINT GUARD,33,MINNESOTA TIMBERWOLVES,32,189,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0,13,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1
73,Dillon Brooks,SMALL FORWARD,22,MEMPHIS GRIZZLIES,82,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4,-1.2
74,MarShon Brooks,SHOOTING GUARD,29,MEMPHIS GRIZZLIES,7,193,26.1,0.629,0.314,0.225,4.7,8,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4
75,Anthony Brown,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,1,4,41.9,1.5,1,0,0,0,0,41.7,0,0,0,11.1,0,0,0,0.571,26.2,4.3,30.5,0
76,Bobby Brown,POINT GUARD,33,HOUSTON ROCKETS,20,115,5.5,0.425,0.69,0.034,0,6.8,3.4,15,1.7,0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-4.9,-2.3,-7.2,-0.2
77,Jaylen Brown,SHOOTING GUARD,21,BOSTON CELTICS,70,2152,13.6,0.562,0.381,0.29,3.4,14,8.8,8.5,1.6,1,12,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8
78,Lorenzo Brown,POINT GUARD,27,TORONTO RAPTORS,14,139,8.2,0.459,0.353,0.059,0.8,11.1,6,12.4,1.8,0,7.9,11.9,0,0.1,0.2,0.06,-3.9,1.5,-2.5,0
79,Markel Brown,SHOOTING GUARD,26,HOUSTON ROCKETS,4,31,-1.2,0.357,0.714,0,3.7,14.4,9.1,8.7,0,0,22.2,12.8,-0.1,0,0,-0.063,-8.8,-2,-10.8,-0.1
80,Sterling Brown,SHOOTING GUARD,22,MILWAUKEE BUCKS,54,776,9.1,0.503,0.444,0.117,4.1,17.5,10.8,4.5,2,1.4,10.4,14,0,0.7,0.7,0.043,-2.8,-0.2,-3.1,-0.2
81,Nicolás Brussino,SMALL FORWARD,24,ATLANTA HAWKS,4,10,-4.6,0,1,0,0,33.5,16.7,0,0,0,0,8.7,0,0,0,-0.18,-8.1,-3.2,-11.3,0
82,Thomas Bryant,CENTER,20,LOS ANGELES LAKERS,15,72,9.9,0.441,0.476,0.429,4.5,20.5,12.6,11.5,0.7,2.3,7.4,15.9,0,0.1,0.1,0.05,-3.1,-0.2,-3.3,0
83,Reggie Bullock,SMALL FORWARD,26,DETROIT PISTONS,62,1732,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,0.7,0,0.7,1.2
84,Trey Burke,POINT GUARD,25,NEW YORK KNICKS,36,785,21,0.563,0.273,0.148,1.8,8.2,5,36.4,1.5,0.4,9.5,25.1,2,0.3,2.4,0.145,3.9,-1.4,2.5,0.9
85,Alec Burks,SHOOTING GUARD,26,UTAH JAZZ,64,1059,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3
86,Jimmy Butler,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1,8.9,24.9,7.1,1.8,8.9,0.198,5,0.7,5.8,4.2
87,Dwight Buycks,POINT GUARD,28,DETROIT PISTONS,29,427,12.8,0.498,0.227,0.207,3,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027,-2.3,-0.7,-3.1,-0.1
88,Bruno Caboclo,SMALL FORWARD,22,TORONTO RAPTORS,2,7,-0.1,0,1,0,0,15.7,8,16.7,7,0,0,12.5,0,0,0,-0.113,-8.2,5.7,-2.6,0
89,Bruno Caboclo,SMALL FORWARD,22,SACRAMENTO KINGS,10,100,7.9,0.411,0.517,0.207,7.6,16.6,12,4.2,1,3.8,11.2,16,-0.1,0.1,0,-0.015,-4.5,-1.5,-6.1,-0.1
90,José Calderón,POINT GUARD,36,CLEVELAND CAVALIERS,57,914,11.3,0.643,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,-1.4,-0.5,-1.9,0
91,Kentavious Caldwell-Pope,SHOOTING GUARD,24,LOS ANGELES LAKERS,74,2458,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4
92,Isaiah Canaan,SHOOTING GUARD,26,HOUSTON ROCKETS,1,4,-7.3,0,0,0,0,27.9,14.1,0,0,0,0,11,0,0,0,-0.224,-12.4,-4.5,-16.9,0
93,Isaiah Canaan,POINT GUARD,26,PHOENIX SUNS,19,418,13.7,0.543,0.485,0.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19,0.5,0.1,0.7,0.075,-0.4,-0.7,-1.1,0.1
94,Clint Capela,CENTER,23,HOUSTON ROCKETS,74,2034,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1,3.4,2.8
95,DeMarre Carroll,POWER FORWARD,31,BROOKLYN NETS,73,2180,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2
96,Vince Carter,SMALL FORWARD,41,SACRAMENTO KINGS,58,1026,10.8,0.523,0.583,0.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.056,-1.9,0.7,-1.2,0.2
97,Michael Carter-Williams,POINT GUARD,26,CHARLOTTE HORNETS,52,835,10.8,0.446,0.258,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-3.3,1.8,-1.5,0.1
